ST_LEAID,SchoolYear,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,DistrictName,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Geometry,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_District,TeacherAvgYearsExp_District,TeacherAvgYearsExpInDistrict_District,TeacherInDistrict4YearsOrMore_District,Chronic_Abs_Count,Chronic_Abs_Pct,Abs_0,Abs_1-5,Abs_6-10,Abs_11-15,Abs_over15,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment
NJ-033170,2021-2022,70.1,35.4,79.5,Midland Park School District,56.4,72.1,83.3,74.3,72.2,57.5,82.6,0.2528351648351648,54.1,28.7,61.0,70.9,81.3,62.8,44.1,59.1,48.6,57.4,18.4,N,0.05921397379912664,0.07372781065088758,8:1,96:1,104,13.8,12.0,78.8,37,4.3,6.0,38.0,37.0,13.0,7.0,19.2,4.4,28,78,72,64,80,71,66,73,56,71,45,46,46,69,865
NJ-033330,2021-2022,69.9,28.7,76.9,Montvale Board of Education School District,51.0,62.5,56.0,78.2,83.8,87.2,NA,0.2624883359253499,55.9,21.3,61.8,93.2,*,65.1,68.3,38.0,51.5,55.6,30.9,N,0.10089062500000001,0.11350378787878788,10:1,120:1,94,14.7,11.8,80.9,89,9.5,4.0,31.0,31.0,19.0,15.0,14.5,2.7,28,103,92,81,108,107,100,102,119,118,0,0,0,0,958
NJ-033350,2021-2022,64.3,<10%,75.9,Moonachie School District,54.5,62.8,54.1,69.2,77.8,65.5,NA,0.2512254901960784,52.3,<10%,62.0,80.0,NA,54.5,63.6,48.6,53.8,44.4,*,NA,0.06647342995169082,0.07221590909090908,10:1,119:1,35,8.3,8.1,68.6,40,13.2,3.0,29.0,27.0,23.0,18.0,16.5,49.0,48,30,35,38,33,44,38,26,35,30,0,0,0,0,357
NJ-033550,2021-2022,67.8,21.1,79.0,New Milford Public School District,69.9,69.3,71.4,66.4,69.7,66.0,67.1,0.2590660377358491,48.8,15.4,56.6,51.9,68.4,64.0,59.3,45.0,38.4,41.3,38.7,N,0.09464285714285714,0.1095697522816167,12:1,121:1,170,12.5,10.8,69.4,138,6.9,7.0,49.0,23.0,11.0,10.0,19.4,12.1,60,144,157,155,171,143,149,155,162,156,153,139,143,168,2055
NJ-033600,2021-2022,56.8,16.3,64.2,North Arlington School District,55.0,62.2,56.5,54.2,54.2,56.8,57.6,0.127007007007007,38.3,11.0,43.2,42.0,41.4,43.6,44.9,29.8,33.3,42.6,23.7,N,0.0348828125,0.04067415730337079,12:1,123:1,158,11.0,9.5,63.3,86,4.7,5.0,40.0,32.0,17.0,7.0,16.1,22.1,124,139,147,138,133,129,142,156,158,143,160,149,115,132,1965
NJ-033700,2021-2022,82.0,35.3,87.9,Northern Highlands Regional High School District,NA,NA,NA,NA,NA,NA,82.4,0.33,70.3,23.3,75.5,50.0,90.3,NA,NA,NA,NA,NA,NA,*,0.08526315789473683,NA,11:1,82:1,114,12.5,11.6,76.3,102,7.6,5.0,27.0,32.0,21.0,15.0,11.8,1.4,0,0,0,0,0,0,0,0,0,0,310,309,341,349,1309
NJ-033710,2021-2022,72.7,23.5,82.3,Northern Valley Regional High School District,N,N,N,N,N,N,72.9,NA,57.4,14.6,66.7,41.3,82.4,N,N,N,N,N,N,*,0.07390891840607211,NA,9:1,79:1,245,16.2,14.0,87.8,218,10.5,6.0,32.0,29.0,17.0,16.0,21.6,1.5,52,20,12,10,10,14,9,12,9,15,516,518,470,557,2224
NJ-033730,2021-2022,64.1,30.3,71.6,Northvale Public School District,68.4,50.9,60.0,63.8,65.6,72.9,NA,0.12254901960784313,46.2,19.1,52.3,100.0,NA,59.6,23.7,40.9,44.8,49.2,37.5,NA,0.09279778393351801,0.08471760797342194,10:1,133:1,52,14.5,11.1,80.4,29,5.3,7.0,34.0,35.0,14.0,9.0,18.2,0.0,0,53,47,63,57,63,67,58,62,62,0,0,0,0,532
NJ-033740,2021-2022,77.2,29.2,85.5,Norwood Public School District,80.6,78.5,75.4,71.6,79.1,80.8,NA,0.33907407407407403,60.5,21.5,67.3,94.9,N,81.9,66.2,58.0,56.7,51.2,*,NA,0.1721527777777778,0.18434540389972146,13:1,104:1,48,12.9,12.0,78.7,15,2.5,18.0,54.0,17.0,7.0,4.0,14.9,3.0,12,56,67,49,74,65,71,69,86,74,0,0,0,0,624
NJ-033760,2021-2022,71.6,37.6,81.4,Oakland Public School District,59.0,73.9,74.0,65.6,78.3,76.7,NA,0.22673400673400673,50.6,25.1,57.9,96.3,*,55.0,56.5,56.7,37.0,53.5,32.5,N,0.05272417707150965,0.05759233926128591,9:1,100:1,140,9.5,7.6,58.2,136,10.7,2.0,30.0,35.0,18.0,14.0,23.0,5.4,35,104,143,119,159,136,149,153,138,150,0,0,0,0,1286
NJ-033850,2021-2022,79.1,35.1,84.9,Old Tappan Public School District,73.1,79.8,83.8,70.5,86.5,85.7,NA,0.31333333333333335,68.0,29.8,72.9,100.0,*,79.7,77.8,67.1,51.9,61.1,35.5,NA,0.17550813008130084,0.16896882494004797,12:1,102:1,62,16.9,15.0,82.3,30,4.2,6.0,38.0,32.0,15.0,9.0,13.9,0.0,13,75,57,73,77,92,78,76,99,77,0,0,0,0,717
NJ-033870,2021-2022,81.0,45.5,88.2,Oradell Public School District,73.6,84.0,82.0,86.5,NA,NA,NA,0.3512227074235808,75.9,45.5,82.1,NA,NA,87.2,77.0,73.6,65.8,NA,NA,NA,0.2747921225382932,0.2747921225382932,13:1,114:1,63,12.9,10.2,63.5,46,5.9,4.0,43.0,29.0,15.0,9.0,14.4,0.0,31,110,95,112,121,100,122,108,0,0,0,0,0,0,799
NJ-033910,2021-2022,37.3,<10%,41.4,Palisades Park School District,27.3,45.1,37.6,35.7,37.8,46.4,32.7,0.07068886337543054,23.8,<10%,26.3,20.4,50.0,32.2,28.8,24.8,16.0,31.4,11.2,*,0.025432900432900432,0.031762870514820594,85:1,N,21,7.5,7.6,61.9,388,23.5,4.0,22.0,25.0,19.0,30.0,11.1,34.0,116,131,127,122,144,127,122,132,122,143,138,120,109,123,1776
NJ-033930,2021-2022,60.0,24.2,69.5,Paramus Public School District,63.6,71.0,51.4,58.0,67.9,56.1,53.9,0.16661079099004714,52.0,17.5,61.2,49.0,75.5,69.9,66.0,42.4,42.4,55.5,34.0,*,0.11566165023352361,0.13304860088365245,11:1,149:1,333,14.0,13.0,82.0,281,7.9,6.0,40.0,28.0,14.0,12.0,20.4,8.3,133,263,232,235,274,247,264,308,275,308,278,253,286,346,3702
NJ-033940,2021-2022,74.8,37.5,83.0,Park Ridge School District,71.4,68.7,75.5,75.3,59.0,83.8,85.9,0.23717781402936378,63.5,30.6,70.8,67.3,58.8,78.3,73.1,66.7,70.3,51.5,*,N,0.10345218800648298,0.12587006960556846,10:1,77:1,125,13.5,11.9,82.4,94,7.9,4.0,32.0,34.0,19.0,12.0,20.7,2.8,54,87,101,99,93,69,100,75,102,101,88,89,76,94,1228
NJ-033960,2021-2022,63.5,23.1,76.0,Pascack Valley Regional High School District,NA,NA,NA,NA,NA,NA,63.8,0.14999999999999997,50.1,18.4,59.7,35.7,71.1,NA,NA,NA,NA,NA,NA,*,0.0386946386946387,NA,10:1,88:1,178,16.0,12.7,85.9,91,4.9,8.0,40.0,31.0,13.0,8.0,18.8,1.9,0,0,0,0,0,0,0,0,0,0,441,424,458,526,1859
NJ-034300,2021-2022,65.3,15.3,75.0,Ramapo Indian Hills Regional High School District,NA,NA,NA,NA,NA,NA,66.1,0.2,46.4,16.9,51.6,31.3,63.2,NA,NA,NA,NA,NA,NA,93.9,0.03645011600928075,NA,9:1,77:1,222,9.5,9.5,70.7,206,9.8,4.0,33.0,36.0,15.0,12.0,15.9,1.6,0,0,0,0,0,0,0,0,0,0,455,499,541,585,2080
NJ-034310,2021-2022,71.2,25.9,79.8,Ramsey School District,62.7,65.1,77.8,65.7,81.6,65.2,81.5,0.23187591240875913,63.2,23.0,70.7,74.5,75.8,74.3,61.5,69.4,52.9,59.7,21.1,100.0,0.09502915451895043,0.11892291446673707,10:1,128:1,258,14.5,12.8,81.4,353,13.9,2.0,24.0,29.0,23.0,22.0,14.0,4.5,58,155,179,145,171,198,183,208,225,214,194,192,205,236,2563
NJ-034370,2021-2022,53.5,12.9,61.2,Ridgefield School District,41.2,44.0,54.1,51.0,66.7,54.0,58.9,0.1267330677290837,34.1,12.1,38.1,42.7,*,46.2,38.2,23.5,31.4,31.5,17.9,*,0.05606905710491368,0.07446808510638298,10:1,106:1,163,15.8,13.5,82.6,301,21.9,4.0,24.0,27.0,19.0,27.0,23.9,25.9,60,86,116,88,111,116,106,122,125,148,129,130,107,141,1585
NJ-034380,2021-2022,49.6,21.0,56.3,Ridgefield Park Public School District,39.3,35.5,61.5,56.5,43.9,51.8,52.4,0.10822709163346614,31.1,17.8,34.1,22.9,40.0,45.4,29.5,35.3,34.6,30.2,*,N,0.034296875,0.05329286798179059,11:1,124:1,185,13.5,12.6,75.7,451,22.0,6.0,28.0,24.0,16.0,26.0,17.4,30.9,38,91,102,111,128,142,132,135,158,148,227,213,225,231,2081
NJ-034390,2021-2022,80.6,36.4,87.5,Ridgewood Public School District,81.6,82.9,86.1,75.8,80.3,86.0,75.9,0.32871969955616254,66.6,26.6,72.8,75.1,34.9,85.6,75.7,76.7,61.1,63.9,*,97.3,0.18105081230556513,0.2280926294820717,13:1,181:1,436,15.0,13.5,86.7,283,5.1,6.0,43.0,31.0,12.0,8.0,12.5,2.6,114,359,380,408,403,407,407,437,453,445,444,413,443,475,5588
NJ-034405,2021-2022,76.5,31.9,85.3,River Dell Regional School District,NA,NA,NA,NA,77.6,76.4,74.8,0.3342409638554217,63.5,17.4,72.7,66.2,95.6,NA,NA,NA,NA,69.0,44.3,N,0.16731559854897218,0.25,11:1,122:1,141,14.6,12.0,80.9,89,5.5,8.0,42.0,29.0,12.0,8.0,14.0,1.5,0,0,0,0,0,0,0,0,308,282,258,209,273,257,1588
NJ-034410,2021-2022,83.3,43.2,89.2,River Edge School District,75.6,84.7,85.9,86.9,NA,NA,NA,0.2735514018691589,79.5,46.9,84.3,NA,NA,80.8,84.8,77.1,77.6,NA,NA,NA,0.22438948995363217,0.22438948995363217,12:1,119:1,102,11.5,8.7,70.6,43,3.7,8.0,44.0,30.0,13.0,6.0,14.9,1.3,31,172,159,171,158,165,168,163,0,0,0,0,0,0,1187
NJ-034430,2021-2022,68.9,31.9,74.8,River Vale Public School District,62.5,78.4,67.2,64.8,69.6,68.5,NA,0.2131508875739645,66.3,34.4,71.3,97.1,NA,78.1,73.9,60.0,55.2,60.9,36.1,NA,0.17597633136094676,0.19012797074954296,10:1,114:1,103,13.0,9.2,63.7,75,7.4,4.0,35.0,33.0,16.0,11.0,13.6,0.2,26,99,98,113,96,112,124,105,118,133,0,0,0,0,1024
NJ-034470,2021-2022,52.4,18.2,61.7,Rochelle Park School District,29.3,46.5,53.7,66.0,62.1,57.8,NA,0.11077170418006432,36.7,13.8,43.1,90.9,NA,35.0,52.4,37.0,26.4,39.0,*,NA,0.025418060200668894,0.02835820895522388,10:1,126:1,48,12.6,11.5,66.7,84,17.4,4.0,24.0,32.0,19.0,21.0,21.5,19.7,27,49,43,48,63,46,52,59,63,52,0,0,0,0,502
NJ-034600,2021-2022,69.0,25.1,75.6,Rutherford School District,68.4,73.7,74.0,60.9,76.7,64.9,62.8,0.20247095274980634,50.5,18.4,55.2,29.1,51.1,67.3,56.8,53.5,46.2,63.2,*,N,0.08502711076684741,0.10727973568281939,12:1,132:1,215,13.1,11.3,80.9,93,3.8,4.0,33.0,32.0,20.0,10.0,13.3,5.0,69,189,181,210,164,187,200,187,181,194,197,186,180,175,2500
NJ-034610,2021-2022,48.5,16.4,59.8,Saddle Brook School District,48.0,41.8,41.1,46.4,57.6,59.0,47.4,0.06292841648590022,32.3,12.4,39.3,32.9,36.0,49.2,35.5,32.6,29.4,28.8,17.3,*,0.026380236305048335,0.03189792663476874,11:1,156:1,158,10.6,10.6,66.7,190,11.3,5.0,25.0,31.0,22.0,17.0,23.2,14.7,61,121,135,120,128,125,129,127,126,143,152,111,124,112,1714
NJ-034620,2021-2022,87.5,*,86.5,Saddle River School District,84.2,83.3,94.7,NA,NA,NA,NA,0.28250000000000003,69.6,*,69.2,NA,NA,84.2,66.7,57.9,NA,NA,NA,NA,0.16089285714285714,0.16089285714285714,7:1,30:1,18,15.0,12.9,85.7,20,19.2,1.0,15.0,26.0,31.0,27.0,11.9,0.8,14,16,20,12,19,18,19,0,0,0,0,0,0,0,118
NJ-034870,2021-2022,75.3,21.9,87.7,South Hackensack School District,72.2,80.8,74.2,78.4,75.0,72.7,NA,0.24325443786982248,40.5,15.2,46.4,92.3,NA,73.7,33.3,48.4,23.7,28.0,20.0,NA,0.06971098265895954,0.07221428571428572,10:1,53:1,28,12.8,12.5,73.1,32,12.9,3.0,37.0,30.0,13.0,17.0,16.1,27.7,16,22,28,26,19,27,31,38,25,34,0,0,0,0,266
NJ-035150,2021-2022,48.9,14.8,59.9,Teaneck School District,46.3,54.1,46.4,45.1,53.0,55.2,43.3,0.1246395881006865,30.3,12.0,36.2,34.6,42.2,35.2,34.2,25.8,28.2,23.9,25.9,N,0.03659502262443439,0.04711297071129707,11:1,122:1,340,13.1,11.8,75.3,470,13.8,11.0,30.0,25.0,15.0,19.0,21.8,24.3,360,216,175,195,228,238,234,241,268,253,316,295,299,319,3637
NJ-035160,2021-2022,80.1,38.4,88.7,Tenafly Public School District,79.0,83.5,80.4,76.9,80.6,82.2,78.2,0.32110714285714287,75.7,34.4,84.1,73.7,71.6,79.4,80.1,79.1,71.8,77.6,46.4,98.3,0.23607607607607609,0.2720666666666667,11:1,176:1,313,14.5,11.5,77.8,216,6.1,8.0,36.0,32.0,16.0,9.0,15.9,2.1,16,194,198,201,250,282,293,279,295,282,313,294,307,308,3512
NJ-035330,2021-2022,82.0,47.3,89.3,Upper Saddle River School District,80.8,86.7,84.8,71.9,91.7,79.1,NA,0.3701978891820581,74.6,40.5,81.8,97.6,NA,74.7,83.9,74.1,64.5,72.2,52.6,NA,0.21653034300791557,0.21315024232633278,10:1,127:1,113,12.6,10.2,72.6,64,5.8,2.0,28.0,33.0,24.0,12.0,17.1,0.0,29,108,120,111,102,146,113,122,144,140,0,0,0,0,1135
NJ-035410,2021-2022,68.9,20.5,79.9,Waldwick School District,61.2,81.5,67.5,59.7,80.8,71.3,61.3,0.23995283018867924,54.5,14.6,63.2,50.9,20.9,65.2,75.0,63.4,42.1,59.2,45.2,N,0.10905434782608696,0.1337980769230769,11:1,145:1,146,12.9,12.1,76.0,175,11.1,3.0,31.0,30.0,19.0,17.0,17.2,0.5,47,122,114,120,133,121,124,128,122,122,109,106,107,122,1597
NJ-035430,2021-2022,53.7,13.5,61.0,Wallington Boro School District,36.6,62.9,44.8,72.6,40.2,54.0,66.7,0.11850769230769231,36.6,13.3,40.9,34.3,42.1,34.9,50.0,44.3,29.2,29.5,33.8,N,0.0404769001490313,0.04905781584582441,13:1,149:1,95,11.4,10.8,74.7,84,7.0,6.0,41.0,30.0,13.0,10.0,11.7,28.0,0,79,82,79,86,91,85,89,113,103,92,100,93,99,1194
NJ-035755,2021-2022,67.7,26.4,76.5,Westwood Regional School District,69.6,70.7,80.1,58.7,76.8,60.1,57.9,0.2150613915416098,56.2,19.0,63.5,55.2,46.8,76.3,60.2,68.0,45.8,58.5,21.3,*,0.11060941828254847,0.13290840415486307,11:1,154:1,259,12.2,10.7,79.2,258,9.5,3.0,30.0,33.0,19.0,15.0,17.2,8.5,70,214,206,205,196,233,238,214,203,216,197,195,182,208,2777
NJ-035830,2021-2022,53.1,16.5,60.3,Wood-Ridge School District,66.2,46.6,52.6,67.1,54.3,39.5,50.0,0.10776470588235294,45.3,18.1,50.4,26.2,40.0,72.3,60.2,52.0,39.7,50.6,15.8,*,0.06517826825127335,0.09479012345679012,12:1,176:1,106,9.3,9.3,75.5,57,4.8,5.0,39.0,33.0,17.0,6.0,14.5,8.0,54,122,103,84,62,86,96,73,83,88,110,71,101,102,1235
NJ-035880,2021-2022,80.4,42.9,89.1,Woodcliff Lake School District,65.4,81.5,93.1,85.9,83.6,75.0,NA,0.3196210526315789,71.6,30.8,81.1,100.0,N,67.1,65.0,78.6,78.8,71.2,50.0,NA,0.18642706131078224,0.1829426433915212,9:1,122:1,83,11.4,9.8,67.5,47,6.6,4.0,32.0,39.0,16.0,9.0,18.8,0.4,18,72,76,79,79,80,75,102,75,74,0,0,0,0,730
NJ-035920,2021-2022,69.0,26.9,77.9,Wyckoff Township Public School District,60.0,78.4,69.5,63.8,72.6,68.6,NA,0.19206980519480518,60.1,25.6,67.4,99.0,100.0,70.2,67.7,53.0,45.2,64.8,27.3,*,0.10409756097560975,0.1109726443768997,10:1,154:1,191,10.9,9.9,65.4,173,8.7,2.0,28.0,35.0,21.0,13.0,16.3,0.4,39,250,229,230,196,202,204,199,220,228,0,0,0,0,1997
NJ-050380,2021-2022,44.0,<10%,57.0,Beverly City School District,20.0,48.6,45.2,40.9,54.1,44.8,NA,0.08537634408602152,24.9,<10%,31.0,N,NA,36.7,26.3,23.5,12.5,25.6,20.7,NA,0.03020618556701031,0.030242424242424244,9:1,82:1,35,9.2,6.6,51.4,123,43.2,5.0,13.0,20.0,14.0,48.0,18.0,60.7,49,31,35,25,29,37,34,23,37,28,0,0,0,0,328
NJ-050475,2021-2022,49.7,19.0,58.6,Bordentown Regional School District,56.1,61.4,70.5,44.8,34.4,46.3,37.9,0.08490066225165563,47.8,23.6,54.7,46.8,35.2,65.6,50.0,63.2,38.2,45.4,24.8,75.0,0.07831285831285832,0.1064650059311981,12:1,143:1,195,10.6,10.6,72.8,186,8.2,8.0,40.0,28.0,14.0,10.0,21.0,11.2,48,141,155,136,160,178,158,166,197,209,165,180,193,199,2285
NJ-050600,2021-2022,24.2,<10%,31.1,Burlington City Public School District,*,15.6,20.9,25.0,30.7,36.1,26.8,NA,10.2,<10%,12.2,*,22.7,*,13.5,*,*,13.6,*,N,0.002743682310469314,0.004035398230088496,10:1,134:1,174,13.8,12.5,81.0,497,31.3,3.0,19.0,23.0,21.0,35.0,22.9,48.0,173,125,121,127,115,94,114,105,136,109,160,138,107,117,1741
NJ-050610,2021-2022,47.9,11.1,54.5,Burlington County Institute of Technology School District,NA,NA,NA,NA,NA,NA,48.2,0.07,35.5,11.5,39.7,35.7,N,NA,NA,NA,NA,NA,NA,N,0.01,NA,13:1,170:1,155,12.7,10.9,73.4,234,11.4,2.0,31.0,32.0,18.0,17.0,12.9,24.8,0,0,0,0,0,0,0,0,0,0,535,519,512,479,2045
NJ-050620,2021-2022,47.1,14.5,53.4,Burlington Township School District,32.0,44.0,46.4,41.7,57.8,53.4,50.3,0.06363636363636364,30.6,<10%,34.6,38.6,53.7,36.6,24.1,27.0,26.6,35.6,13.0,*,0.02704232804232804,0.02810452418096724,11:1,159:1,337,14.5,13.1,79.5,695,19.7,3.0,27.0,27.0,18.0,25.0,15.7,24.7,125,216,212,260,249,249,271,272,267,306,315,275,299,316,3632
NJ-050830,2021-2022,61.3,30.2,69.4,Chesterfield Township School District,49.0,62.6,62.4,72.3,NA,NA,NA,0.15103044496487117,61.9,32.1,69.5,NA,NA,64.4,62.6,69.3,50.5,NA,NA,NA,0.13066193853427896,0.13066193853427896,10:1,89:1,69,11.6,8.2,66.7,66,9.6,3.0,27.0,33.0,21.0,15.0,20.1,1.6,21,73,98,96,100,105,115,100,0,0,0,0,0,0,708
NJ-050840,2021-2022,56.8,23.2,62.8,Cinnaminson Township School District,41.9,51.8,59.4,59.7,70.1,48.0,64.1,0.10398373983739836,43.3,17.2,47.9,48.5,61.7,54.5,47.6,57.1,29.3,38.9,12.6,*,0.04985135135135135,0.07028347996089931,12:1,126:1,231,12.6,12.0,65.1,336,12.4,3.0,33.0,30.0,17.0,16.0,15.0,10.3,43,207,200,182,205,195,227,211,218,231,230,195,217,185,2746
NJ-051030,2021-2022,19.8,<10%,23.7,Delanco Township School District,14.3,13.6,*,24.5,26.8,26.9,NA,NA,<10%,<10%,10.7,N,NA,11.1,*,*,11.8,13.6,11.5,NA,0.004090909090909091,0.005094339622641509,13:1,94:1,28,16.9,15.0,89.3,69,18.1,8.0,21.0,28.0,20.0,23.0,21.4,24.6,0,32,42,35,35,44,36,51,43,51,0,0,0,0,371
NJ-051060,2021-2022,44.4,19.4,50.3,Delran Township School District,35.4,43.1,53.8,47.3,50.9,41.9,36.8,0.07311276164753545,31.0,11.6,35.6,36.4,49.0,38.0,31.0,31.1,23.0,37.0,12.1,N,0.030006578947368422,0.03722483537158984,11:1,153:1,259,12.4,10.1,74.1,274,9.6,3.0,35.0,33.0,15.0,13.0,17.7,16.6,67,208,178,203,189,204,218,233,238,254,213,231,211,259,2906
NJ-051250,2021-2022,35.4,<10%,43.3,Eastampton Township School District,23.7,37.5,45.8,42.9,32.4,34.9,NA,0.036954022988505746,27.1,<10%,32.8,N,NA,44.1,32.5,32.2,23.2,18.3,19.0,NA,0.027298850574712645,0.02670175438596491,11:1,138:1,49,12.4,12.2,71.4,78,14.6,3.0,37.0,27.0,15.0,17.0,21.6,20.7,22,62,54,66,58,39,59,57,71,63,0,0,0,0,551
NJ-051280,2021-2022,28.2,11.4,32.1,Edgewater Park Township School District,14.3,47.3,18.7,31.9,26.9,31.3,NA,0.02499124343257443,20.4,<10%,23.4,85.0,NA,20.0,41.1,*,14.9,15.3,10.8,NA,0.011148086522462563,0.011445783132530122,13:1,137:1,75,12.4,10.9,72.6,203,23.7,2.0,24.0,31.0,18.0,26.0,13.7,37.3,94,86,86,80,98,95,116,97,98,105,0,0,0,0,955
NJ-051420,2021-2022,53.9,27.7,62.5,Evesham Township School District,44.6,58.0,55.0,52.8,60.6,50.1,NA,0.10322834645669292,44.7,24.2,51.4,99.0,NA,58.9,43.5,38.1,33.4,50.4,28.6,NA,0.05638968481375358,0.06357519788918206,13:1,232:1,350,9.0,7.1,60.1,371,8.8,5.0,36.0,31.0,16.0,12.0,25.0,6.8,200,394,423,485,462,458,474,493,470,543,0,0,0,0,4402
NJ-051520,2021-2022,33.6,<10%,39.2,Florence Township School District,28.2,28.6,28.8,35.3,36.9,41.9,32.3,0.038603351955307265,25.7,<10%,29.0,23.6,65.0,27.1,26.9,32.4,15.1,26.2,11.2,N,0.022477578475336324,0.018378812199036917,12:1,190:1,131,12.3,12.0,75.6,270,18.0,6.0,31.0,26.0,15.0,21.0,18.0,22.4,39,85,76,83,86,120,139,142,137,111,148,119,124,107,1516
NJ-051910,2021-2022,49.7,13.0,59.3,Hainesport Township School District,41.3,44.0,50.9,54.0,64.9,38.0,NA,0.09669312169312169,45.4,18.4,52.4,75.0,NA,50.8,40.0,53.4,38.1,55.4,14.0,NA,0.04402116402116402,0.050779220779220785,10:1,140:1,56,11.6,9.9,78.6,97,18.3,1.0,25.0,32.0,21.0,22.0,21.3,12.9,26,53,61,41,63,48,59,61,75,71,0,0,0,0,558
NJ-052610,2021-2022,44.9,10.8,52.7,Lenape Regional High School District,NA,NA,NA,NA,NA,NA,44.5,0.07,33.0,<10%,39.3,22.5,47.5,NA,NA,NA,NA,NA,NA,83.7,0.009602977667493795,NA,11:1,164:1,578,15.6,14.0,86.0,776,11.7,4.0,33.0,32.0,17.0,15.0,16.6,8.6,0,0,0,0,0,0,0,0,0,0,1641,1615,1611,1705,6572
NJ-052850,2021-2022,47.0,11.3,57.7,Lumberton Township Board of Education,26.9,57.8,39.3,27.5,60.9,51.9,NA,0.096606397774687075,29.1,<10%,36.2,100.0,N,28.8,35.5,22.2,15.6,35.8,17.4,NA,0.04479166666666667,0.047800338409475465,12:1,165:1,98,17.1,15.5,83.7,197,18.4,4.0,23.0,30.0,19.0,23.0,22.1,20.5,99,109,107,117,106,111,117,108,153,130,0,0,0,0,1157
NJ-052960,2021-2022,71.9,27.9,80.6,Mansfield Township School District,66.2,62.3,65.2,81.1,NA,NA,NA,0.24985559566787008,59.4,25.0,66.4,NA,NA,60.0,58.0,61.4,48.0,NA,NA,NA,0.12562724014336918,0.12562724014336918,9:1,90:1,60,11.1,11.1,76.7,31,6.1,5.0,31.0,37.0,18.0,8.0,19.7,5.0,27,75,68,78,66,72,72,78,0,0,0,0,0,0,536
NJ-053010,2021-2022,30.2,<10%,37.5,Maple Shade School District,25.4,27.8,27.2,33.1,30.1,30.2,35.9,0.03154046997389034,16.2,<10%,19.7,20.2,36.4,19.0,15.9,14.5,*,22.2,*,N,0.010008285004142503,0.011967779056386652,11:1,140:1,223,9.3,8.8,65.5,441,20.2,4.0,27.0,28.0,18.0,24.0,20.0,31.4,198,191,198,191,180,179,169,174,173,190,146,139,120,125,2373
NJ-053070,2021-2022,66.3,26.7,73.0,Medford Lakes School District,52.2,39.6,61.1,76.9,84.2,81.0,NA,0.1694551282051282,46.9,15.6,52.3,92.3,N,57.8,31.3,38.9,44.6,63.2,27.6,N,0.074983922829582,0.0866914498141264,10:1,98:1,48,11.4,10.0,60.4,54,11.5,1.0,25.0,38.0,20.0,16.0,17.0,2.5,20,51,47,49,46,50,57,66,57,45,0,0,0,0,488
NJ-053080,2021-2022,72.7,44.6,82.5,Medford Township School District,64.2,78.0,80.8,73.4,74.6,64.5,NA,0.23260084286574353,58.8,33.5,67.6,95.3,N,73.5,69.9,69.7,46.3,54.8,17.4,NA,0.1026189042745334,0.1251468428781204,11:1,165:1,231,12.1,12.1,81.0,282,11.0,3.0,31.0,32.0,20.0,14.0,25.5,3.8,58,286,262,292,277,280,274,287,284,311,0,0,0,0,2611
NJ-053360,2021-2022,67.2,29.3,78.9,Moorestown Township Public School District,74.6,57.3,70.8,71.1,59.8,64.6,73.1,0.16880693069306932,65.6,27.8,77.4,68.6,91.0,81.5,54.9,59.7,59.7,70.3,45.6,*,0.17044081228330857,0.1943542695836274,11:1,148:1,350,14.5,12.8,84.8,271,7.2,5.0,37.0,32.0,16.0,11.0,20.0,7.9,103,240,233,257,258,300,269,299,314,298,324,317,317,326,3855
NJ-053430,2021-2022,28.8,10.4,33.9,Mount Holly Township Public School District,27.5,34.4,23.1,24.3,23.6,36.9,NA,0.030523809523809526,22.2,<10%,26.7,75.0,NA,24.0,23.2,12.8,18.8,24.3,12.7,NA,0.02682539682539683,0.032068311195445925,11:1,136:1,103,9.9,9.9,71.8,175,18.2,3.0,25.0,29.0,21.0,22.0,18.0,49.8,105,118,97,119,102,96,109,109,112,103,0,0,0,0,1070
NJ-053440,2021-2022,56.6,17.4,64.7,Mount Laurel Township School District,48.4,56.1,59.7,61.7,55.5,58.3,NA,0.146555023923445,47.8,18.2,53.8,80.7,87.2,56.1,48.9,44.6,46.3,39.0,17.1,NA,0.0856486585814039,0.09176877015200369,12:1,191:1,363,12.3,11.9,73.8,495,12.2,4.0,34.0,30.0,16.0,16.0,18.5,13.7,155,420,443,428,430,443,452,443,493,492,0,0,0,0,4199
